cluster_name,theory_id,theory_name,paper_title,doi
"Caloric Restriction Mimetics Theory",T015031,"Calorie Restriction (CR) Mimetic Theory","A Novel Micronutrient Blend Mimics Calorie Restriction Transcriptomics in Multiple Tissues of Mice and Increases Lifespan and Mobility in <i>C. elegans</i>.",10.3390/nu12020486
"Caloric Restriction Mimetics Theory",T015036,"Calorie Restriction Mimetic Anti-Inflammatory Theory via FoxO1/PGC-1 Modulation","Anti-inflammatory action of β-hydroxybutyrate via modulation of PGC-1α and FoxO1; mimicking calorie restriction.",10.18632/aging.101838
"Caloric Restriction Mimetics Theory",T015053,"Calorie Restriction Mimetic (CRM) Hormesis Theory of Aging","Hormesis of glyceollin I; an induced phytoalexin from soybean; on budding yeast chronological lifespan extension.",10.3390/molecules19010568
"Caloric Restriction Mimetics Theory",T015054,"Caloric Restriction Mimetic Theory of Aging","A discovery platform for the identification of caloric restriction mimetics with broad health-improving effects.",10.1080/15548627.2019.1688984
"Caloric Restriction Mimetics Theory",T015128,"Glycolytic Inhibition as a Calorie Restriction Mimetic (CRM) Theory","Glycolytic inhibition: an effective strategy for developing calorie restriction mimetics.",10.1007/s11357-020-00298-7
"Caloric Restriction Mimetics Theory",T015170,"Calorie Restriction (CR) Mimetic Theory via SIRT1 Activation","Small molecule activators of SIRT1 replicate signaling pathways triggered by calorie restriction in vivo.",10.1186/1752-0509-3-31
"Caloric Restriction Mimetics Theory",T015197,"INDY Reduction as a Caloric Restriction Mimetic Theory","INDY-From Flies to Worms; Mice; Rats; Non-Human Primates; and Humans.",10.3389/fragi.2021.782162
"Caloric Restriction Modulation Theory",T000549,"Caloric Restriction-Induced Reduction of Thyroid Hormone T3 as a Mechanism for Slowing Aging","Effect of long-term calorie restriction with adequate protein and micronutrients on thyroid hormones.",10.1210/jc.2006-0328
"Caloric Restriction Modulation Theory",T000720,"Caloric Restriction-Induced Metabolic Reprogramming Theory of Aging","Caloric restriction and aging: studies in mice and monkeys.",10.1177/0192623308329476
"Caloric Restriction Modulation Theory",T000888,"Dietary Restriction (DR) as a Fundamental Aging Modulator","Evaluating the beneficial effects of dietary restrictions: A framework for precision nutrigeroscience.",10.1016/j.cmet.2021.08.018
"Caloric Restriction Modulation Theory",T000998,"Caloric Restriction (CR) Theory of Aging and Alzheimer's Disease","Aging as a target for the prevention and treatment of Alzheimer's disease.",10.3389/fneur.2024.1376104
"Caloric Restriction Modulation Theory",T001048,"Calorie Restriction (CR) Modulation of Conserved Aging Regulatory Pathways Theory","Short-term calorie restriction in male mice feminizes gene expression and alters key regulators of conserved aging regulatory pathways.",10.1371/journal.pone.0005242
"Caloric Restriction Modulation Theory",T001818,"Calorie Restriction (CR) Paradigm as a Modulator of Aging","Calorie restriction in rodents: Caveats to consider.",10.1016/j.arr.2017.05.008
"Caloric Restriction Modulation Theory",T001846,"Caloric Restriction as a Modulator of Aging via Gene Expression Networks","Genes and gene expression modules associated with caloric restriction and aging in the laboratory mouse.",10.1186/1471-2164-10-585
"Caloric Restriction Modulation Theory",T002435,"Calorie Restriction Modulation of Circadian Clock Theory","Calorie restriction regulates circadian clock gene expression through BMAL1 dependent and independent mechanisms.",10.1038/srep25970
"Caloric Restriction Modulation Theory",T002634,"Caloric Restriction Remodeling of Cellular Quiescence Program Theory","Mechanisms that Link Chronological Aging to Cellular Quiescence in Budding Yeast.",10.3390/ijms21134717
"Caloric Restriction Modulation Theory",T003449,"Caloric Restriction Mitigation of Brain Aging via Cellular Stress Reduction and Senescence Suppression","Spatiotemporal profiling reveals the impact of caloric restriction on mammalian brain aging.",10.1101/2025.05.04.652093
"Caloric Restriction Modulation Theory",T014620,"Caloric Restriction Modulation of Stem Cell Aging via Niche and Energy Metabolism","Caloric restriction maintains stem cells through niche and regulates stem cell aging.",10.1007/s00109-019-01846-1
"Caloric Restriction Modulation Theory",T014655,"Calorie Restriction (CR) as a Fundamental Aging Modulator Theory","Brain response to calorie restriction.",10.1007/s00018-012-1223-y
"Caloric Restriction Modulation Theory",T014752,"Calorie Restriction as a Protective Mechanism Against Age-Related Neural Stem Cell Decline","Calorie restriction protects neural stem cells from age-related deficits in the subventricular zone.",10.18632/aging.101731
"Caloric Restriction Modulation Theory",T014811,"Caloric Restriction-Induced Metabolic Shift Theory of Aging","Microarray profiling of gene expression in aging and its alteration by caloric restriction in mice.",10.1093/jn/131.3.918S
"Caloric Restriction Modulation Theory",T014826,"Caloric Restriction Retards Aging via Metabolic Shift and Reduced Macromolecular Damage","Gene expression profile of aging and its retardation by caloric restriction.",10.1126/science.285.5432.1390
"Caloric Restriction Modulation Theory",T014828,"Caloric Restriction Slows Aging by Modulating Gene Expression","Genome-wide transcript profiles in aging and calorically restricted Drosophila melanogaster.",10.1016/s0960-9822(02)00808-4
"Caloric Restriction Modulation Theory",T014907,"Caloric Restriction-Induced Enhancement of Aerobic Metabolism Theory","Increased aerobic metabolism is essential for the beneficial effects of caloric restriction on yeast life span.",10.1007/s10863-008-9159-5
"Caloric Restriction Modulation Theory",T014917,"Calorie Restriction (CR) as a Modulator of Aging via Molecular and Cellular Pathways","Calorie restriction modulates the transcription of genes related to stress response and longevity in human muscle: The CALERIE study.",10.1111/acel.13963
"Caloric Restriction Modulation Theory",T014973,"Calorie Restriction Modulation of the Somatotropic Axis Theory","Long-term calorie restriction protects rat pituitary growth hormone-releasing hormone binding sites from age-related alterations.",10.1159/000054346
"Caloric Restriction Modulation Theory",T015052,"Caloric Restriction-Induced Hypometabolic Aging Retardation Theory","Long-term caloric restriction increases UCP3 content but decreases proton leak and reactive oxygen species production in rat skeletal muscle mitochondria.",10.1152/ajpendo.00435.2004
"Caloric Restriction Modulation Theory",T015113,"Calorie Restriction Immune Senescence Modulation Theory","Calorie Restriction Attenuates Terminal Differentiation of Immune Cells.",10.3389/fimmu.2016.00667
"Caloric Restriction Modulation Theory",T015136,"Caloric Restriction Modulation of Yeast Chronological Aging via Quiescence and Differentiation Programs","Caloric restriction extends yeast chronological lifespan via a mechanism linking cellular aging to cell cycle regulation; maintenance of a quiescent state; entry into a non-quiescent state and survival in the non-quiescent state.",10.18632/oncotarget.20614
"Caloric Restriction Modulation Theory",T015166,"Caloric Restriction-Induced Metabolic Reprogramming Theory of Aging","Lifelong caloric restriction reprograms hepatic fat metabolism in mice.",10.1093/gerona/glt160
"Caloric Restriction Modulation Theory",T015169,"Caloric Restriction Epigenetic Modulation Theory of Aging","Genome-wide methylation is modified by caloric restriction in Daphnia magna.",10.1186/s12864-019-5578-4
"Caloric Restriction Modulation Theory",T015238,"Calorie Restriction (CR) Hormesis Theory","Calorie restriction for optimal cardiovascular aging: the weight of evidence.",10.1007/s12170-010-0114-8
"Caloric Restriction Modulation Theory",T015247,"Calorie Restriction Modulation of Hunger and Circadian Signaling Pathways Theory","The effects of graded levels of calorie restriction: VI. Impact of short-term graded calorie restriction on transcriptomic responses of the hypothalamic hunger and circadian signaling pathways.",10.18632/aging.100895
"Caloric Restriction Modulation Theory",T015273,"Caloric Restriction Hormesis Theory","Effects of caloric restriction on oxidative stress parameters.",10.4149/gpb_2013027
"Caloric Restriction Modulation Theory",T015292,"Calorie Restriction Hormesis Theory of Aging","Long-Term Calorie Restriction Enhances Cellular Quality-Control Processes in Human Skeletal Muscle.",10.1016/j.celrep.2015.12.042
"Caloric Restriction Modulation Theory",T015553,"Food Restriction as a Modulator of Primary Aging Processes","Food restriction research: Its significance for human aging.",10.1002/ajhb.1310010314
"Caloric Restriction Modulation Theory",T016242,"Caloric Restriction-Induced Metabolic Shift Theory of Brain Aging","Early Shifts of Brain Metabolism by Caloric Restriction Preserve White Matter Integrity and Long-Term Memory in Aging Mice.",10.3389/fnagi.2015.00213
"Caloric Restriction Modulation Theory",T016849,"Dietary Restriction (DR) as a Generalized Aging-Modulating Mechanism","Dietary restriction delays aging; but not neuronal dysfunction; in Drosophila models of Alzheimer's disease.",10.1016/j.neurobiolaging.2009.10.015
"Caloric Restriction Modulation Theory",T017351,"Calorie Restriction-Induced Metabolic Adaptation Theory of Aging","Effect of 6-month calorie restriction on biomarkers of longevity; metabolic adaptation; and oxidative stress in overweight individuals: a randomized controlled trial.",10.1001/jama.295.13.1539
"Cellular Senescence Theory",T000085,"Cellular Senescence as a Causal Driver of Systemic Aging","Reversibility of cellular aging by reprogramming through an embryonic-like state: a new paradigm for human cell rejuvenation.",10.5195/cajgh.2013.88
"Cellular Senescence Theory",T000187,"cGAS-STING pathway as a causal driver of cellular senescence and systemic aging","The cGAS-cGAMP-STING pathway connects DNA damage to inflammation; senescence; and cancer.",10.1084/jem.20180139
"Cellular Senescence Theory",T000408,"Cellular senescence as a heterogeneous driver of aging","Single-cell morphology encodes functional subtypes of senescence in aging human dermal fibroblasts.",10.1101/2024.05.10.593637
"Cellular Senescence Theory",T001543,"Mitotic catastrophe as a programmed switch from mitotic cell cycle to life cycle-like program","Cancer: a matter of life cycle?",10.1016/j.cellbi.2007.08.013
"Cellular Senescence Theory",T001557,"Postmitotic Cellular Senescence (PoMiCS) Theory","Cellular Senescence in Postmitotic Cells: Beyond Growth Arrest.",10.1016/j.tcb.2018.03.003
"Cellular Senescence Theory",T001573,"Replicative Senescence as an Evolutionary Adaptation Linking Organ Mass Loss and Aging","Greater organ involution in highly proliferative tissues associated with the early onset and acceleration of ageing in humans.",10.1016/j.exger.2014.03.015
"Cellular Senescence Theory",T001781,"Cellular Senescence and Programmed Cell Death as Drivers of Aging","The use of genetically engineered model systems for research on human aging.",10.2741/3207
"Cellular Senescence Theory",T001822,"Cellular Senescence as a Causal Driver of Organismal Aging via the INK4a/Arf Pathway","Involvement of the INK4a/Arf gene locus in senescence.",10.1046/j.1474-9728.2003.00048.x
"Cellular Senescence Theory",T001836,"Infection-Induced Cellular Senescence Theory of Aging and Alzheimer's Disease","The Post-amyloid Era in Alzheimer's Disease: Trust Your Gut Feeling.",10.3389/fnagi.2019.00143
"Cellular Senescence Theory",T001925,"Autophagy Decline Theory of Aging","Spatiotemporal regulation of autophagy during <i>Caenorhabditis elegans</i> aging.",10.7554/eLife.18459
"Cellular Senescence Theory",T001974,"Mitotic Spindle Checkpoint Deficiency Theory of Aging","Newly identified roles for an old guardian: profound deficiency of the mitotic spindle checkpoint protein BubR1 leads to early aging and infertility.",10.4161/cbt.4.2.1506
"Cellular Senescence Theory",T002074,"Replicative theory of cellular senescence","Patterns of telomere length with age in African mole-rats: New insights from quantitative fluorescence in situ hybridisation (qFISH).",10.7717/peerj.10498
"Cellular Senescence Theory",T002126,"Arf/p53 damage protection theory of delayed aging","Delayed ageing through damage protection by the Arf/p53 pathway.",10.1038/nature05949
"Cellular Senescence Theory",T002144,"Cellular senescence as a driver of somatic structural genomic variation theory","Generation of somatic <i>de novo</i> structural variation as a hallmark of cellular senescence in human lung fibroblasts.",10.3389/fcell.2023.1274807
"Cellular Senescence Theory",T002163,"Programmed Cellular Senescence as a Developmental Mechanism","Conserved and novel functions of programmed cellular senescence during vertebrate development.",10.1242/dev.138222
"Cellular Senescence Theory",T002173,"Noncanonical ATG8-ABS3 Interaction Senescence Regulation Theory","Noncanonical ATG8-ABS3 interaction controls senescence in plants.",10.1038/s41477-018-0348-x
"Cellular Senescence Theory",T002319,"Cellular Senescence Theory of Aging","Molecular links between cellular senescence; longevity and age-related diseases - a systems biology perspective.",10.18632/aging.100413
